"kode","nama","tanggal_expired","satuan","jenis","kelompok","harga_beli","up_a","harga_a","up_b","harga_b","stok_awal","stok_akhir"
"834","VIP ALBUMIN SACHETET","","STRIP","ORAL","BIASA","77.7","16","0","11","73.334","0:00","2:00"
"835","NATABLETION","","TABLETLET","ORAL","BIASA","0","16","1.32","11","1.32","0:00","0:00"
"836","FENSIPROS","","TABLETLET","ORAL","BIASA","0","16","10.45","11","10.45","0:00","0:00"
"837","MEDIKLIN TR 15GR","","TUBE","LUAR","BIASA","0","16","44.33","11","44.33","0:00","0:00"
"838","WOODS PERMEN (LICORICE,SUGARFREE)","","STRIP","ORAL","BIASA","0","15","4.2","10","4.2","0:00","0:00"
"839","MARCOTIN DROP","","BOTOL/DROP","ORAL","BIASA","0","16","58.6","11","58.6","0:00","0:00"
"840","HARNAL OCAS","8/30/2025","TABLETLET","ORAL","BIASA","18.159","16","0","11","18.159","0:00","5:00"
"841","THRAMED","","TABLETLET","ORAL","BIASA","0","16","2.7","11","2.7","0:00","0:00"
"842","AQUA MARIS SPRAY STRONG","","TABLETLET","ORAL","BIASA","0","16","110","11","110","0:00","0:00"
"843","L-BIO SACHETET","7/30/2026","SACHET","ORAL","BIASA","9.99","16","0","11","9.435","0:00","161:00:00"
"844","AQUA MARIS SPRAY DAILY","","BOTOL/DROP","LUAR","BIASA","0","16","99","11","99","0:00","0:00"
"845","ALKOHOL 95% GAJAH 100 ML","","BOTOL/DROP","ORAL","BIASA","0","15","8.167","11","8.167","0:00","0:00"
"846","FALPRO SYRUP","","TABLETLET","ORAL","BIASA","0","16","110","11","110","0:00","0:00"
"847","RILEVO 500 MG","","TABLETLET","ORAL","BIASA","0","12","32.45","11","32.45","0:00","0:00"
"848","XANDA DS","","TABLETLET","ORAL","BIASA","0","16","66","11","66","0:00","0:00"
"849","ASEDAS SYR","","BOTOL/DROP","ORAL","BIASA","0","16","47.3","11","47.3","0:00","0:00"
"850","IMFORCE PLUS","","TABLETLET","ORAL","BIASA","0","16","6.875","11","6.875","0:00","0:00"
"851","CENDO CONAL MDS","","TABLETLET","ORAL","BIASA","0","16","17.738","11","17.738","0:00","0:00"
"852","EPOCALDI","","TABLETLET","ORAL","BIASA","0","16","4.29","11","4.29","0:00","0:00"
"853","PIROTOP CREAM 5GR","","TABLETLET","ORAL","BIASA","0","16","44","11","44","0:00","0:00"
"854","EUTHYROX 100MG","7/30/2026","TABLETLET","ORAL","BIASA","3.573","16","0","11","3.241","0:00","53:00:00"
"855","MUCOGARD SYR","","TABLETLET","ORAL","BIASA","0","16","33","11","33","0:00","0:00"
"856","ENCEPHABOL SYR","","TABLETLET","ORAL","BIASA","0","16","56.1","11","56.1","0:00","0:00"
"857","POLIDEMISIN SALEP MATA","","BOTOL/DROP","LUAR","BIASA","0","16","42.569","11","42.569","0:00","0:00"
"858","TROPIDROL 4MG","","TABLETLET","ORAL","BIASA","0","16","3.3","11","3.3","0:00","0:00"
"859","HUMALOG MIX","","TABLETLET","ORAL","BIASA","0","10","150.04","10","150.04","0:00","0:00"
"860","ARISKI 10MG","","TABLETLET","ORAL","BIASA","0","16","31.8","11","31.8","0:00","0:00"
"861","ARISKI 15MG","","TABLETLET","ORAL","BIASA","0","16","36.9","11","36.9","0:00","0:00"
"862","PRODUGEN GOLD 245GR","","TABLETLET","ORAL","BIASA","0","16","30.4","11","30.4","0:00","0:00"
"863","DIOVAN 160MG","","TABLETLET","ORAL","BIASA","0","12","15.6","11","15.6","0:00","0:00"
"864","LITORCOM 10MG","","TABLETLET","ORAL","BIASA","0","16","10.487","11","10.487","0:00","0:00"
"865","CEDOCARD 5 MG","","TABLETLET","ORAL","BIASA","0","16","1.137","11","1.137","0:00","0:00"
"866","SALBUVEN EXP SYR 2MG","","TABLETLET","ORAL","BIASA","0","16","44","11","44","0:00","0:00"
"867","MEDIKLIN LOTION","","BOTOL/DROP","LUAR","BIASA","0","16","46.585","11","46.585","0:00","0:00"
"868","TAPROS INJ 3.75","","BOTOL/DROP","INJEKSI","BIASA","0","16","1,566,430","11","1,566,430","0:00","0:00"
"869","PONDEX SYR","","BOTOL/DROP","ORAL","BIASA","0","16","14","11","14","0:00","0:00"
"870","ISOPRENOSINE 500","","TABLETLET","ORAL","BIASA","0","12","14.148","11","14.148","0:00","0:00"
"871","XANAX 0.5 MG","","TABLETLET","ORAL","BIASA","0","20","4.95","20","4.95","0:00","0:00"
"872","ISOPRINOSIN TABLET","","TABLETLET","ORAL","BIASA","0","10","14.2","10","14.2","0:00","0:00"
"873","METHICOL TABLET","","TABLETLET","ORAL","BIASA","0","16","1.15","11","1.15","0:00","0:00"
"874","TRILAC 5ML VIAL","","BOX","INJEKSI","BIASA","0","16","110","11","110","0:00","0:00"
"875","BRUSKIN CREAM 15GR","","TABLETLET","ORAL","BIASA","0","16","49.5","11","49.5","0:00","0:00"
"876","NORELUT 5MG","2/28/2028","TABLETLET","ORAL","BIASA","5.55","16","0","11","5.55","0:00","90:00:00"
"877","IMUDATOR TABLET","","TABLETLET","ORAL","BIASA","0","16","8.8","11","8.8","0:00","0:00"
"878","METRIX 1MG","","TABLETLET","ORAL","BIASA","0","16","3.497","11","3.497","0:00","0:00"
"879","ILLIADIN MOIST.","","BOTOL/DROP","LUAR","BIASA","0","16","20.1","11","20.1","0:00","0:00"
"880","SPIRADAN SYR","","BOTOL/DROP","ORAL","BIASA","0","16","50.6","11","50.6","0:00","0:00"
"881","DIGEST 30MG","","TABLETLET","ORAL","BIASA","0","12","12.925","11","12.925","0:00","0:00"
"882","VESICARE 10MG","","TABLETLET","ORAL","BIASA","0","16","25.288","11","25.288","0:00","0:00"
"883","GPU KRIM 150GR","","BOX","LUAR","BIASA","0","16","11.092","11","11.092","0:00","0:00"
"884","COLOSTOMY BAG","","BOX","LUAR","BIASA","0","22","12","11","12","0:00","0:00"
"885","IMUDATOR SIRUP","","BOTOL/DROP","ORAL","BIASA","0","16","71.5","11","71.5","0:00","0:00"
"886","BIO XTRA","","TABLETLET","ORAL","BIASA","0","16","97","11","97","0:00","0:00"
"887","VIDORAN GUARD SIRUP","","BOTOL/DROP","ORAL","BIASA","0","16","10.4","11","10.4","0:00","0:00"
"888","MDL 525","","BOX","ORAL","BIASA","0","16","31","11","31","0:00","0:00"
"889","KORSET S","","BOX","LUAR","BIASA","0","16","288.6","16","288.6","0:00","0:00"
"890","KORSET M","","BOX","LUAR","BIASA","0","16","288.6","16","288.6","0:00","0:00"
"891","KORSET L","","BOX","LUAR","BIASA","0","16","299.7","16","299.7","0:00","0:00"
"892","KORSET XL","","BOX","LUAR","BIASA","0","16","299.7","16","299.7","0:00","0:00"
"893","KORSET LL","","BOX","LUAR","BIASA","0","16","310.8","16","310.8","0:00","0:00"
"894","GAPENAL 300MG","","TABLETLET","ORAL","BIASA","0","16","7.865","11","7.865","0:00","0:00"
"895","MICARDIS 80","","TABLETLET","ORAL","BIASA","0","16","24.535","11","24.535","0:00","0:00"
"896","BIOLINCOM","","TABLETLET","ORAL","BIASA","0","16","4.95","11","4.95","0:00","0:00"
"897","NORESTIL 5MG","","TABLETLET","ORAL","BIASA","0","16","4.44","11","4.44","0:00","0:00"
"898","SUNKIST VIT C","","TABLETLET","ORAL","BIASA","0","16","14.3","11","14.3","0:00","0:00"
"899","SUNKIST MULTIVITAMIN","","TABLETLET","ORAL","BIASA","0","15","23.1","10","23.1","0:00","0:00"
"900","SUNKIST VIT C-STRAW","","TABLETLET","ORAL","BIASA","0","16","14.3","11","14.3","0:00","0:00"
"901","DIBEKACIN TM","","TABLETLET","ORAL","BIASA","0","16","75.9","11","75.9","0:00","0:00"
"902","HYDRO COCO ORI","","BOTOL/DROP","ORAL","BIASA","0","17","4.171","11","4.171","0:00","0:00"
"903","INFUSAN RL","","BOTOL/DROP","LUAR","BIASA","0","16","19.085","11","19.085","0:00","0:00"
"904","ANTANGIN PERMEN ALL","","TABLETLET","ORAL","BIASA","0","16","1.1","11","1.1","0:00","0:00"
"905","NATUR E HAND BODY LOTION","","BOTOL/DROP","ORAL","BIASA","0","16","11.132","11","11.132","0:00","0:00"
"906","HIBLOK 50 MG","","TABLETLET","ORAL","BIASA","0","16","2.42","11","2.42","0:00","0:00"
"907","VEBAC INJEKSI","","BOTOL/DROP","INJEKSI","BIASA","0","16","440","11","440","0:00","0:00"
"908","CALNIC PLUS KAPLET","","TABLETLET","ORAL","BIASA","0","16","3.575","11","3.575","0:00","0:00"
"909","RHINATHIOL ANAK SYR","","BOTOL/DROP","ORAL","BIASA","0","16","42.075","11","42.075","0:00","0:00"
"910","ULTRAFIX SACHETET 5 X 1","10/30/2024","TABLETLET","ORAL","BIASA","3.74","16","0","11","15","0:00","12:00"
"911","KETO-G","7/30/2026","TABLETLET","ORAL","BIASA","7.604","16","0","11","7.604","0:00","112:00:00"
"912","LENTRIN KAPLET","","TABLETLET","ORAL","BIASA","0","16","4.741","11","4.741","0:00","0:00"
"913","EMPOSIL TABLET","","TABLETLET","ORAL","BIASA","0","12","82.5","11","82.5","0:00","0:00"
"914","PRIMADEX F TABLET","","TABLETLET","ORAL","BIASA","0","16","390","11","390","0:00","0:00"
"915","INFUSAN NS SFC 500ML","","BOX","LUAR","BIASA","0","16","16.995","11","16.995","0:00","0:00"
"916","INFUSAN NS DP 500ML","","BOX","LUAR","BIASA","0","16","17.71","11","17.71","0:00","0:00"
"917","VENOFER INJ","","BOX","ORAL","BIASA","0","16","204.6","11","204.6","0:00","0:00"
"918","FUNGISTOP 500MG","","TABLETLET","ORAL","BIASA","0","16","6.6","11","6.6","0:00","0:00"
"919","PANTOPRAZOLE 20MG","","TABLETLET","ORAL","BIASA","0","16","8.88","11","8.88","0:00","0:00"
"920","ONDESCO 8MG","10/30/2025","TABLETLET","ORAL","BIASA","13.32","16","0","11","13.2","0:00","100:00:00"
"921","KOLKATRIOL F","","TABLETLET","ORAL","BIASA","0","12","11","11","11","0:00","0:00"
"922","REVIDERM 0.01","","TABLETLET","ORAL","BIASA","0","16","28.985","11","28.985","0:00","0:00"
"923","DOXYCOR 50MG","","TABLETLET","ORAL","BIASA","0","16","4.4","11","4.4","0:00","0:00"
"924","CENDO POLYDEX MDS","","STRIP","LUAR","BIASA","0","16","29.415","11","29.415","0:00","0:00"
"925","LIBROFED TABLET","","TABLETLET","ORAL","BIASA","0","16","1.045","11","1.045","0:00","0:00"
"926","SANTIBI PLUS","","TABLETLET","ORAL","BIASA","0","16","805","11","805","0:00","0:00"
"927","BUFACORT-N CR","","TABLETLET","ORAL","BIASA","0","16","6.5","11","6.5","0:00","0:00"
"928","COLSANSETIN 250","","TABLETLET","ORAL","BIASA","0","16","694","11","694","0:00","0:00"
"929","ZOLMIA 10 MG","6/30/2026","TABLETLET","TABLETLET","PSIKOTROPIKA","8.88","22","0","22","20.979","0:00","188:00:00"
"930","VAXIGRIP 0.5ML","","TABLETLET","ORAL","BIASA","0","16","146.801","11","146.801","0:00","0:00"
"931","TAMOFEN 10MG","","TABLETLET","ORAL","BIASA","0","16","3.63","11","3.63","0:00","0:00"
"932","SWETY FIT PANTS S1","","TABLETLET","ORAL","BIASA","0","16","1.417","11","1.417","0:00","0:00"
"933","SWETY PANTS M1","","STRIP","LUAR","BIASA","0","16","1.78","11","1.78","0:00","0:00"
"934","SWETY PANTS L1","","STRIP","LUAR","BIASA","0","16","1.85","11","1.85","0:00","0:00"
"935","SOFTEX SACHETET WING 1","","STRIP","LUAR","BIASA","0","16","380","11","380","0:00","0:00"
"936","FELDEN FLASH 20MG TABLET","","TABLETLET","ORAL","BIASA","0","12","17.904","11","17.904","0:00","0:00"
"937","PERIFLUX SYR","12/31/2026","BOTOL/DROP","ORAL","BIASA","41.625","16","0","11","41.625","0:00","5:00"
"938","ENTRASOL RTD VAN 200ML","","TABLETLET","ORAL","BIASA","0","16","6.006","11","6.006","0:00","0:00"
"939","CIPROXIN 500MG","","TABLETLET","ORAL","BIASA","0","10","20.5","10","20.5","0:00","0:00"
"940","GOOD TIME MINI","","TABLETLET","ORAL","BIASA","0","17","5.167","11","5.167","0:00","0:00"
"941","CETINAL SYR","","BOTOL/DROP","ORAL","BIASA","0","16","85.47","11","85.47","0:00","0:00"
"942","BDM SYR","","TABLETLET","ORAL","BIASA","0","16","40.018","11","40.018","0:00","0:00"
"943","OTSU RL","","TABLETLET","ORAL","BIASA","0","16","11","11","11","0:00","0:00"
"944","NIACEF GEL","","TUBE","LUAR","BIASA","0","16","31.57","11","31.57","0:00","0:00"
"945","FOLAMIL GENIO","6/30/2025","KAPSULUL","ORAL","BIASA","4.44","16","0","11","4.218","0:00","90:00:00"
"946","FLADYSTIN OVULA","","TABLETLET","ORAL","BIASA","0","16","14.3","11","14.3","0:00","0:00"
"947","BRONCHO VAXOM KAPSUL","","TABLETLET","ORAL","BIASA","0","16","27.5","11","27.5","0:00","0:00"
"948","DOLONES CR","","TUBE","ORAL","BIASA","0","16","58.331","11","58.331","0:00","0:00"
"949","SINCRONIK KAP","","TABLETLET","ORAL","BIASA","0","16","8.8","11","8.8","0:00","0:00"
"950","KALIUM DIKLOFENAK 50MG","","TABLETLET","ORAL","BIASA","0","16","709","11","709","0:00","0:00"
"951","TORREX KAPSUL","","TABLETLET","ORAL","BIASA","0","16","8.25","11","8.25","0:00","0:00"
"952","INSOBETIC KAP","","TABLETLET","ORAL","BIASA","0","16","5.5","11","5.5","0:00","0:00"
"953","NEO PROVIGOR TABLETLET","","TABLETLET","ORAL","BIASA","0","16","5.5","11","5.5","0:00","0:00"
"954","TISMAMISIN 500MG","","TABLETLET","ORAL","BIASA","0","16","4.125","11","4.125","0:00","0:00"
"955","CATAFLAM D","","TABLETLET","ORAL","BIASA","0","16","5.909","11","5.909","0:00","0:00"
"956","CLORILEX 100MG","5/30/2029","TABLETLET","ORAL","BIASA","15.318","20","0","20","15.318","0:00","278:00:00"
"957","KOMIX SACHETET (ALL VAR)","5/30/2025","SACHET","ORAL","BIASA","1.427","27","0","11","10","0:00","31:00:00"
"958","FOLAVIT 1000","2/28/2026","TABLETLET","ORAL","BIASA","2.331","16","0","11","2.22","0:00","110:00:00"
"959","PLAVESCO TABLET","","TABLETLET","ORAL","BIASA","0","12","18.15","11","18.15","0:00","0:00"
"960","METRIX 2MG","","TABLETLET","ORAL","BIASA","0","16","6.216","11","6.216","0:00","0:00"
"961","KURSI RODA SERENITY","","TABLETLET","ORAL","BIASA","0","15","925","16","925","0:00","0:00"
"962","INFUSION SET","","TABLETLET","ORAL","BIASA","0","16","6","11","6","0:00","0:00"
"963","SURFLO 20G","","TABLETLET","ORAL","BIASA","0","10","14","10","14","0:00","0:00"
"964","POLYGRAN EO","","TABLETLET","ORAL","BIASA","0","16","20.35","11","20.35","0:00","0:00"
"965","KOOL FEVER BABY","4/30/2025","TABLETLET","ORAL","BIASA","4.884","16","0","11","4.884","0:00","10:00"
"966","M KP AMBONIA 25 ML","","TABLETLET","ORAL","BIASA","0","16","6.417","11","6.417","0:00","0:00"
"967","CLONIDIN 0.15MG","4/30/2024","TABLETLET","ORAL","BIASA","222","25","0","11","222","0:00","309:00:00"
"968","PARIET 20MG","","TABLETLET","ORAL","BIASA","0","16","20.003","11","20.003","0:00","0:00"
"969","ABILIFY DISCMELT 10MG","3/22/2023","TABLETLET","ORAL","BIASA","5","20","5.65","20","51.478","0:00","0:00"
"970","CARDIOCOM 150MG","","TABLETLET","ORAL","BIASA","0","16","5.5","11","5.5","0:00","0:00"
"971","ALAT GLUCO DR","","TABLETLET","ORAL","BIASA","0","17","220","11","220","0:00","0:00"
"972","AL 110 400GR","","TABLETLET","ORAL","BIASA","0","16","81.5","11","81.5","0:00","0:00"
"973","ISOMIL PLUS 400GR","","TABLETLET","ORAL","BIASA","0","16","115.5","11","115.5","0:00","0:00"
"974","ACANTHE SPF 30","","TABLETLET","ORAL","BIASA","0","16","77","11","77","0:00","-1.00"
"975","AVIL TABLET","","TABLETLET","ORAL","BIASA","0","16","2.068","11","2.068","0:00","0:00"
"976","GASTRAN TABLET","","TABLETLET","ORAL","BIASA","0","16","568","11","568","0:00","0:00"
"977","ITRAMOL SYR","","TABLETLET","ORAL","BIASA","0","16","2.75","11","2.75","0:00","0:00"
"978","CHOLESCOR 400MG KAPSUL","","KAPSULUL","ORAL","BIASA","0","16","6.784","11","6.784","0:00","0:00"
"979","KONICARE MINYAK TELON PLUS 30ML","12/30/2026","BOTOL","LUAR","BIASA","13.343","16","0","11","12.943","0:00","1:00"
"980","NUTRIBABY ROYAL ALLEPRE 1 400GR","","TABLETLET","ORAL","BIASA","0","16","144","11","144","0:00","0:00"
"981","NEPHROLIT","","TABLETLET","ORAL","BIASA","0","15","605","11","605","0:00","0:00"
"982","LOPIGARD TABLET","","TABLETLET","ORAL","BIASA","0","12","11","11","11","0:00","0:00"
"983","TELFAST OD","","TABLETLET","ORAL","BIASA","0","16","8.686","11","8.686","0:00","0:00"
"984","CEREBROFORT MARINE GUMMY SACHET ALL","","TABLETLET","ORAL","BIASA","0","16","15.18","11","15.18","0:00","0:00"
"985","LANAKELOID TABLET","","TABLETLET","ORAL","BIASA","0","16","7.975","11","7.975","0:00","0:00"
"986","DIVENS PLUS KAPSUL","","KAPSULUL","ORAL","BIASA","0","16","3.63","11","3.63","0:00","0:00"
"987","STESOLID 5 MG/2.5 ML ENEMA","9/30/2025","TUBE","LUAR","PSIKOTROPIKA","33.744","25","0","25","39.204","0:00","14:00"
"988","VOMETA SYR 60ML","","BOTOL/DROP","ORAL","BIASA","0","16","58.83","11","58.83","0:00","0:00"
"989","NAN PH PRO 2 400GR","","TABLETLET","ORAL","BIASA","0","17","163.1","11","163.1","0:00","0:00"
"990","CANESTEN CREAM 3GR","","TABLETLET","ORAL","BIASA","0","16","16.143","11","16.143","0:00","0:00"
"991","COROBION","","TABLETLET","ORAL","BIASA","1.499","16","0","11","1.499","0:00","315:00:00"
"992","LISTERINE TARTAR CONTROL 80ML","","BOTOL/DROP","ORAL","BIASA","0","17","8.319","11","8.319","0:00","0:00"
"993","LISTERINE VANILLA MINT 80ML","3/22/2023","BOTOL/DROP","ORAL","BIASA","10","17","11.3","11","8.318","0:00","2:00"
"994","VASTIGO 6MG","1/30/2026","TABLETLET","ORAL","BIASA","1.443","16","0","11","1.332","0:00","80:00:00"
"995","MADECASOL TABLET","","TABLETLET","ORAL","BIASA","0","16","9.529","11","9.529","0:00","0:00"
"996","SANGOBION FIT PER STRIP","","TABLETLET","ORAL","BIASA","0","17","5.647","11","5.647","0:00","0:00"
"997","EM KAPSULUL","","TABLETLET","ORAL","BIASA","0","16","11","11","11","0:00","0:00"
"998","PALENOX GEL","","TABLETLET","ORAL","BIASA","0","16","59.29","11","59.29","0:00","0:00"
"999","FLUCONAZOLE 150MG","","TABLETLET","ORAL","BIASA","0","16","18.891","11","18.721","0:00","0:00"
"1000","DONACEPT 5MG","","TABLETLET","ORAL","BIASA","0","12","15.62","11","15.62","0:00","0:00"
"1001","CALPRO KAPLET","","TABLETLET","ORAL","BIASA","0","16","1.834","11","1.834","0:00","0:00"
"1002","BETADIN STICK","","TABLETLET","ORAL","BIASA","0","16","990","11","990","0:00","0:00"
"1003","BACTODERM CR 5GR","1/30/2026","TUBE","LUAR","BIASA","45.51","16","0","11","45.51","0:00","3:00"
"1004","SEBAMED SOAP DWSA","","BOX","LUAR","BIASA","0","16","55","11","55","0:00","0:00"
"1005","MATAFRES 0.4","","TABLETLET","ORAL","BIASA","0","16","27.5","11","27.5","0:00","0:00"
"1006","CALDANA FLEX","","TABLETLET","ORAL","BIASA","0","16","2.75","11","2.75","0:00","0:00"
"1007","WHITE NENG CR 10GR","","TUBE","LUAR","BIASA","0","17","27.5","11","27.5","0:00","0:00"
"1008","SEBAMED BABY CLEANSING","","TABLETLET","ORAL","BIASA","0","16","66","11","66","0:00","0:00"
"1009","INTERSUN LOTION","","BOTOL/DROP","LUAR","BIASA","0","16","53.312","11","53.312","0:00","0:00"
"1010","SAKATONIK ABC ANTARIKSA","5/31/2026","BOX","ORAL","BIASA","14.38","16","0","11","14.38","0:00","3:00"
"1011","WIDA RL","","TABLETLET","ORAL","BIASA","0","16","6","11","6","0:00","0:00"
"1012","PROTEN VANILLA","","TABLETLET","ORAL","BIASA","0","16","6.6","11","6.6","0:00","0:00"
"1013","VICKS INHALER","9/30/2025","TUBE","BBS","BIASA","16.798","16","0","11","16.145","0:00","5:00"
"1014","CYCLO PROGYNOVA 1X21","","BOX","ORAL","BIASA","0","16","190.156","11","190.156","0:00","0:00"
"1015","PROIMBUS TABLET","","TABLETLET","ORAL","BIASA","0","15","4.95","10","4.95","0:00","0:00"
"1016","MAMY POKO STANDART XXL 6","","STRIP","LUAR","BIASA","0","17","15.876","11","15.876","0:00","0:00"
"1017","PINOCARE WHITE","","TABLETLET","ORAL","BIASA","0","12","14.484","11","14.484","0:00","0:00"
"1018","MEDIQUIN 15GR","","TUBE","LUAR","BIASA","0","16","33","11","33","0:00","0:00"
"1019","VITACID 0.05% 20GR","","TUBE","LUAR","BIASA","0","16","37.18","11","37.18","0:00","0:00"
"1020","ERPHACORT TTM","","TABLETLET","ORAL","BIASA","0","16","40.7","11","40.7","0:00","0:00"
"1021","AVODART","","TABLETLET","ORAL","BIASA","0","16","10.112","11","10.112","0:00","0:00"
"1022","ELIZAC 20MG","5/31/2026","KAPSULUL","ORAL","BIASA","4.995","20","0","20","4.995","0:00","1,123.00"
"1023","ROMA MALKIST ABON","","TABLETLET","ORAL","BIASA","0","17","4.667","11","4.667","0:00","0:00"
"1024","COMBANTRIN SYR JERUK","10/30/2026","BOTOL/DROP","ORAL","BIASA","19.358","16","0","11","4","0:00","2:00"
"1025","BIOLASTIN CR","","TABLETLET","ORAL","BIASA","0","16","36.3","11","36.3","0:00","0:00"
"1026","SIBELIUM 10MG","","TABLETLET","ORAL","BIASA","0","16","13.665","11","13.665","0:00","0:00"
"1027","DUROGESIC 12.5","","STRIP","LUAR","NARKOTIKA","0","25","132.867","25","132.867","0:00","0:00"
"1028","BIO XTRA MOUTHRINSE 250 ML","","TABLETLET","ORAL","BIASA","0","16","88","11","88","0:00","0:00"
"1029","ROSUFER 10MG","","TABLETLET","ORAL","BIASA","0","16","10.78","11","10.78","0:00","0:00"
"1030","OSTEOPOR CAPS","","TABLETLET","ORAL","BIASA","0","6","4.767","11","4.767","0:00","0:00"
"1031","GARAM LOSOSA 100GR","","TABLETLET","ORAL","BIASA","0","16","7.81","11","7.81","0:00","0:00"
"1032","V FRESH MINI","","TABLETLET","ORAL","BIASA","0","16","4.5","11","4.5","0:00","0:00"
"1033","PANACOOL KOMPRES ANAK","","TABLETLET","ORAL","BIASA","0","16","12","11","12","0:00","0:00"
"1034","TRUVAZ 40MG","","TABLETLET","ORAL","BIASA","0","16","22.57","11","22.57","0:00","0:00"
"1035","VIOQUIN 500MG","","TABLETLET","ORAL","BIASA","0","10","13.75","10","13.75","0:00","0:00"
"1036","GRATAMIN TABLET","","TABLETLET","ORAL","BIASA","0","16","1.32","11","1.32","0:00","0:00"
"1037","ZEMINDO 60ML","","BOTOL/DROP","ORAL","BIASA","0","16","31.35","11","31.35","0:00","0:00"
"1038","RYVEL TABLET 10 MG","","TABLETLET","ORAL","BIASA","0","16","4.4","11","4.4","0:00","0:00"
"1039","NASACORT AQ SPRAY","","TABLETLET","ORAL","BIASA","0","16","265.847","11","265.847","0:00","0:00"
"1040","VERIL CR","","TABLETLET","ORAL","BIASA","0","16","13.409","11","13.409","0:00","0:00"
"1041","NITROKAF RETARD FORTE 5MG","","TABLETLET","ORAL","BIASA","0","16","3.424","11","3.424","0:00","0:00"
"1042","LEPTICA 75MG","","KAPSULUL","ORAL","BIASA","0","16","9.879","11","9.879","0:00","0:00"
"1043","LATIPRESS 2.5 ML","","TABLETLET","ORAL","BIASA","0","12","181.5","11","181.5","0:00","0:00"
"1044","QLAIRA","","TABLETLET","ORAL","BIASA","0","16","270.735","11","270.735","0:00","0:00"
"1045","HOTIN CREAM TUBE 120GR","6/30/2027","TUBE","BBS","BIASA","0","16","0","11","29.082","0:00","1:00"
"1046","HOTIN CREAM TUBE 60GR","7/31/2027","TUBE","BBS","BIASA","19.98","16","0","11","17.427","0:00","1:00"
"1047","CEDANTRON SYR 60ML","","BOTOL/DROP","ORAL","BIASA","0","16","71.5","11","71.5","0:00","0:00"
"1048","AUTOCHECK 3IN1 GEA","","BOX","LUAR","BIASA","0","10","275","11","275","0:00","0:00"
"1049","RANICHO SYR","","TABLETLET","ORAL","BIASA","0","16","45.1","11","45.1","0:00","0:00"
"1050","BINTANG TUJUH MASUK ANGIN","","STRIP","ORAL","BIASA","0","16","1.467","11","1.467","0:00","0:00"
"1051","KOMIX LU NAN KUO","","BOTOL/DROP","ORAL","BIASA","0","16","7.001","11","7.001","0:00","0:00"
"1052","KOMIX HERBAL PER BOTOL","","BOTOL/DROP","ORAL","BIASA","0","16","2.334","11","2.334","0:00","0:00"
