nama,nomor_batch,tanggal_expired,isi1,satuan,jenis,kelompok,harga_beli,up_a,harga_a,up_b,harga_b,stok_awal,stok_akhir
RESPIMER DECONGEST NS 135ML,,,,BOTOL/DROP,SPRAY,BIASA,0,16,179300,11,179300,0,0
RESPIMER NORMAL JET NS 135ML,,,,BOTOL/DROP,SPRAY,BIASA,0,16,160600,11,160600,0,0
CHANNA 500MG,,30/04/2027,,KAPSUL,ORAL,BIASA,6716,16,0,11,6716,0,152
CERVARIX 0.5ML IM,,,,TABLET,ORAL,BIASA,0,10,583000,10,583000,0,0
KONICARE KAYU PUTIH PLUS 30ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,12826,11,12826,0,0
KONICARE KAYU PUTIH PLUS 60ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,21681,11,21681,0,0
KONICARE KAYU PUTIH PLUS 125ML,,30/06/2026,,BOTOL,LUAR,BIASA,38107,15,0,11,43362,0,1
LEVITAM 500MG,,,,TABLET,ORAL,BIASA,0,16,7150,11,7150,0,0
KRUK ELBOW,,,,TABLET,ORAL,BIASA,0,16,90000,11,90000,0,0
SKINFIT STRIP,,,,TABLET,ORAL,BIASA,0,16,11550,11,11550,0,0
CLOZAPINE 25MG,,,,TABLET,ORAL,BIASA,0,20,3219,20,3219,0,0
FLAMICORT 4mg TAB,,,,TABLET,ORAL,BIASA,0,16,3388,11,3388,0,0
V-BLOC 25MG,,,,TABLET,ORAL,BIASA,0,15,8695,10,8695,0,0
LAPRAZ KAPSUL,,30/08/2026,LANSOPRAZOLE 30MG,KAPSUL,ORAL,BIASA,15041,16,0,11,14319,0,130
PROTOP KAPSUL,,,,KAPSUL,ORAL,BIASA,0,16,20313,11,20313,0,0
VOMETRON TABLET 4MG,,,,TABLET,ORAL,BIASA,0,10,14850,10,14850,0,0
DESOLEX LOTION 30ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,55660,11,55660,0,0
TRUVAZ 10MG,,30/08/2025,ATORVASTATIN,TABLET,ORAL,BIASA,22015,16,0,11,19425,0,75
BIOFERRON CHEW,,,,TABLET,ORAL,BIASA,0,16,1760,11,1760,0,0
BIOLECTRA 365MG EFF TUBE,,,,TABLET,ORAL,BIASA,0,16,93500,11,93500,0,0
ULTIMAX JOINT,,30/06/2026,,TABLET,ORAL,BIASA,8880,16,0,11,8880,0,128
BON-ONE 0.25MCG,,,,TABLET,ORAL,BIASA,0,16,8415,11,8415,0,0
PIROTOP OINT 10GR,,,,TABLET,ORAL,BIASA,0,16,72160,11,72160,0,0
POMIFAR KAPSUL,,,,KAPSUL,ORAL,BIASA,0,16,6105,11,6105,0,0
AERIUS 5MG,,,,TABLET,ORAL,BIASA,0,16,9691,11,9691,0,0
GASTRIDIN TAB,,,,TABLET,ORAL,BIASA,0,16,5913,11,5913,0,0
CEFACEF DRY SYRUP,,30/11/2025,,BOTOL/DROP,ORAL,BIASA,96737,16,0,11,92019,0,4
GLIFORMIN 500 MG,,,,TABLET,ORAL,BIASA,0,16,1014,11,1014,0,0
TOPSY OINT,,,,TUBE,LUAR,BIASA,0,16,46200,11,46200,0,0
PRALAX SYR 100ML,,,,BOTOL/DROP,ORAL,BIASA,0,16,66000,11,66000,0,0
ALZIM TAB 5MG,,,,TABLET,ORAL,BIASA,0,16,8800,11,8800,0,0
KAPAS 500GR,,,,BOX,LUAR,BIASA,0,17,33000,11,33000,0,0
ANTASIDA DOEN SYR 60ML,,,,BOTOL/DROP,ORAL,BIASA,0,16,4286,11,4286,0,0
EDORISAN DROP,,30/11/2025,,BOTOL/DROP,ORAL,BIASA,60773,16,0,11,57831,0,1
VELACOM PLUS 1/250,,30/09/2026,GLIMEPIRIDE/METFORMIN,TABLET,ORAL,BIASA,3469,16,0,11,2775,0,68
VELACOM PLUS 2/500,,30/11/2025,GLIMEPIRIDE/METFORMIN,TABLET,ORAL,BIASA,4857,16,0,11,3885,0,78
HUSTAB TAB,,,,TABLET,ORAL,BIASA,0,16,312,11,312,0,0
LATAMED CAPS,,,,TABLET,ORAL,BIASA,0,16,3960,11,3960,0,0
LACTAMED CAPS,,,,TABLET,ORAL,BIASA,0,16,3960,11,3960,0,0
SILADENAFIL CITRATE 50MG,,,,TABLET,ORAL,BIASA,0,16,30800,11,30800,0,0
DIVALPI 250MG EC,,30/08/2026,,TABLET,ORAL,BIASA,7215,16,0,11,7082,0,665
VALPI 60ML,,,,TABLET,ORAL,BIASA,0,16,49500,11,49500,0,0
PANTOPUMP 40MG,,,,TABLET,ORAL,BIASA,0,16,27140,11,27140,0,0
OBH TROPICA PLUS ANAK 60ML,,,,BOTOL/DROP,ORAL,BIASA,0,16,14300,11,14300,0,0
FUDANTRON TAB,,,,TABLET,ORAL,BIASA,0,12,13200,11,13200,0,0
NATUR E ADVANCED 4s AMPLOP,,,,KAPSUL,ORAL,BIASA,0,16,10826,11,10826,0,0
NATUR E NOURISHING 300IU 4s AMPLOP,,,,KAPSUL,ORAL,BIASA,0,16,8094,11,8094,0,0
KETOSTERIL TAB,,,,TABLET,ORAL,BIASA,0,16,7590,11,7590,0,0
HANSAPLAST ROLL 1.25x4.5M,,,,BOX,LUAR,BIASA,0,17,6251,11,6251,0,0
THERMO DIGITAL ONE ALFA 1,,,,BOX,BBS,BIASA,0,16,23310,11,23310,0,0
MUCIFAT SYR,,,,BOTOL/DROP,SYR,BIASA,0,16,53280,11,53280,0,0
ARINIA 5MG,,,,TABLET,ORAL,BIASA,0,20,16500,20,16500,0,0
ARINIA 10MG,,,,TABLET,ORAL,BIASA,0,20,29700,20,29700,0,0
ENSURE 400GR,,,,TABLET,ORAL,BIASA,0,16,114769,11,114769,0,0
KY JELLY 100 GR,,,,TUBE,LUAR,BIASA,0,16,56318,11,56318,0,0
ANTIZA TAB,,,,TABLET,ORAL,BIASA,0,16,1045,11,1045,0,0
TRACETATE 160MG,,30/05/2026,MEGESTROL,TABLET,ORAL,BIASA,27750,16,0,11,25530,0,78
CENDO TOBROSON SALEP MATA,,,,TUBE,LUAR,BIASA,0,16,48008,11,48008,0,0
TAXECAP INJEKSI,,,,BOTOL/DROP,LUAR,BIASA,0,16,111155,11,111155,0,0
INTERLAC CHEW,,,,TABLET,ORAL,BIASA,0,16,11655,11,11655,0,0
FORDICA XR 500,,30/05/2026,,TABLET,ORAL,BIASA,2109,16,0,11,1998,0,362
MADU MURNI WELLERY 250ML,,30/11/2026,,BOTOL/DROP,ORAL,BIASA,69000,17,0,11,49000,0,4
MADU MURNI WELLERY 120ML,,31/03/2029,,BOTOL/DROP,ORAL,BIASA,37500,17,0,11,27000,0,4
MADU WELLERY BALITA 120ML,,30/11/2025,,BOTOL/DROP,ORAL,BIASA,37000,17,0,11,28500,0,4
LANSOMED CAPS 15MG,,,,KAPSUL,ORAL,BIASA,0,16,7700,11,7700,0,0
BIOLYSIN EMULSION 250ML,,,,BOTOL/DROP,ORAL,BIASA,0,15,19500,11,19500,0,0
STOPAIN 30GRAM,,,,TUBE,ORAL,BIASA,0,16,14000,11,14000,0,0
NEO KANESOL CREAM 5GR,,,,TUBE,LUAR,BIASA,0,16,6000,11,6000,0,0
FITERGY KAPLET,,,,TABLET,ORAL,BIASA,0,16,8800,11,8800,0,0
OMRON COMPRESSOR NEBULIZER C-803,,,,BOX,LUAR,BIASA,0,20,450000,10,450000,0,0
TEMPRA FORTE SYR 60ML,,31/05/2026,,BOTOL,ORAL,BIASA,47286,16,0,11,21120,0,3
ELXION 10MG,,30/05/2026,ESCITALOPRAM,TABLET,ORAL,BIASA,12821,20,0,20,12821,0,131
NUTRAFOR RADIANCE BEAUTY 30,,,,TABLET,ORAL,BIASA,0,16,148500,11,148500,0,0
KENDARON TAB,,,,TABLET,ORAL,BIASA,0,16,5647,11,5647,0,0
NURSE CAP BLUE,,,,TABLET,ORAL,BIASA,0,16,55000,11,55000,0,0
BISOLVON BATUK DAN FLU,,,,TABLET,ORAL,BIASA,0,16,37400,11,37400,0,0
DEPRAM 20MG,,30/07/2025,ESCITALOPRAM 20MG,TABLET,ORAL,BIASA,25530,20,0,20,24420,0,8
GARDASIL INJ,,,,BOTOL/DROP,INJEKSI,BIASA,0,16,954087,11,954087,0,0
SEBAMED BABY LOTION 100ML,,,,TABLET,ORAL,BIASA,0,16,120001,11,120001,0,0
FLUNARIZIN 5MG,,,,TABLET,ORAL,BIASA,0,16,1375,11,1375,0,0
NATUR E NOURISHING 4s AMPLOP,,,,TABLET,ORAL,BIASA,0,17,5451,11,5451,0,0
HOTIN KOYO AROMATHERAPY,,,,TABLET,ORAL,BIASA,0,16,4840,11,4840,0,0
FRESH CARE MIX CITRUS,,,,TABLET,ORAL,BIASA,0,15,12100,11,12100,0,0
ULPRAZ 20MG,,30/04/2026,OMEPRAZOLE,KAPSUL,ORAL,BIASA,11211,16,0,11,11211,0,56
REXIDRON 200MG TAB,,,,TABLET,ORAL,BIASA,0,16,4400,11,4400,0,0
BRILINTA TAB 90MG,,,,TABLET,ORAL,BIASA,0,10,15559,10,15559,0,0
HOTIN STRONG 120ML,,,,TABLET,ORAL,BIASA,0,16,17160,11,17160,0,0
HOTIN STRONG TUBE 60GR,,30/09/2027,,TABLET,ORAL,BIASA,19980,16,0,11,17427,0,2
PIL KITA CAIR,,,,STRIP,ORAL,BIASA,0,16,1650,11,660,0,0
GRATIZIN 10MG,,30/03/2026,FLUNARIZINE,TABLET,ORAL,BIASA,6827,20,0,20,6494,0,319
FIBRINASE,,,,KAPSUL,ORAL,BIASA,0,16,16095,11,16095,0,0
MIRENA IUD,,,,BOX,LUAR,BIASA,0,16,2617230,11,2617230,0,0
DOSIVEC DS,,30/09/2026,,BOTOL/DROP,ORAL,BIASA,46620,16,0,11,46620,0,11
HEXOS PERMEN,,28/02/2026,,SACH,ORAL,BIASA,1443,17,0,11,1375,0,26
ERLAQUIN 250MG,,,,TABLET,ORAL,BIASA,0,16,533,11,533,0,0
PRELIN 75MG,,31/08/2026,,TABLET,ORAL,BIASA,9911,16,0,11,9911,0,143
NATUR E ENERGIZING HBL 100ML,,,,TABLET,ORAL,BIASA,0,16,13442,11,13442,0,0
NATUR E ENERGIZING HBL 245ML,,,,TABLET,ORAL,BIASA,0,16,26969,11,26969,0,0
TRIMETAZIDIN 35MG,,,,TABLET,ORAL,BIASA,0,16,2310,11,2310,0,0
COUNTERPAIN PATCH HOT,,,,BOX,LUAR,BIASA,0,16,21384,11,21384,0,0
COUNTERPAIN PATCH,,,,BOX,LUAR,BIASA,0,16,20218,11,20218,0,0
NATUR E CALMING HBL 100 ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,13442,11,13442,0,0
NATUR E CALMING HBL 245 ML,,,,BOTOL/DROP,LUAR,BIASA,0,16,26969,11,26969,0,0
BETASERC 8 MG,,,,TABLET,ORAL,BIASA,0,16,4240,11,4240,0,0
PLETAAL SR 100MG,,,,TABLET,ORAL,BIASA,0,16,16266,11,16266,0,0
GARAMYCIN OINT 15GR,,,,TUBE,LUAR,BIASA,0,17,76041,11,76041,0,0
REDACID KAPLET,,,,TABLET,ORAL,BIASA,0,16,9900,11,9900,0,0
M TELON LANG PLUS TRIPLE ACT 15 ML,,30/11/2026,,BOTOL/DROP,LUAR,BIASA,4620,16,0,11,4620,0,1
LODOZ 2.5 MG CT,,,,TABLET,ORAL,BIASA,0,17,6784,11,6784,0,0
REBAMIPIDE 100MG,,,,TABLET,ORAL,BIASA,0,16,2109,11,2109,0,0
OB ZIPLONG 12 ML SCT,,,,BOTOL/DROP,ORAL,BIASA,0,17,1135,11,1135,0,0
FITBOOST STRIP,,,,TABLET,ORAL,BIASA,0,16,2992,11,2992,0,0
GPU SEREH 60ML,,30/05/2029,,BOTOL,LUAR,BIASA,15300,17,0,11,14300,0,2
GPU SEREH 30ML,,,,BOTOL,LUAR,BIASA,8250,17,0,11,8250,0,0
GPU KRIM SEREH 150GR,,,,TABLET,ORAL,BIASA,0,17,11092,11,11092,0,0
ENERPLUS TAB,,,,TABLET,ORAL,BIASA,0,17,2200,11,2200,0,0
ACETYLCYSTINE 200MG,,,,KAPSUL,ORAL,BIASA,0,16,1110,11,1100,0,-1
TI JOYBEE MD MULTI STRW 100ML,,,,BOTOL/DROP,ORAL,BIASA,0,17,11550,11,11550,0,0
SEDOT INGUS NOSE FRIDA,,,,BOTOL/DROP,ORAL,BIASA,0,16,100000,11,100000,0,0
BIOCURPAIN FORCE,,,,TABLET,ORAL,BIASA,0,17,8800,11,8800,0,0
PIROTOP CREAM 10GR,,,,TUBE,LUAR,BIASA,0,16,65560,11,65560,0,0
TEBOKAN FORTE 120MG,,,,TABLET,ORAL,BIASA,0,16,17124,11,17124,0,0
METIFER 500MCG,,,,TABLET,ORAL,BIASA,0,16,1943,11,1925,0,0
OCTENIC WASH GLOVE,,,,BOX,LUAR,BIASA,0,17,19250,11,19250,0,0
CLIDOREL 75MG,,,,TABLET,ORAL,BIASA,0,10,14300,10,14300,0,0
QUETVELL 100MG,,,,TABLET,ORAL,BIASA,0,20,16784,20,16784,0,0
CALGAE,,,,TABLET,ORAL,BIASA,0,16,6105,11,6105,0,0
SPIRONOLACTONE 25MG,,,,TABLET,ORAL,BIASA,0,25,444,11,444,0,0
BICROLID 500MG,,,,TABLET,ORAL,BIASA,0,16,27720,11,27720,0,0
BD-GARD KAPSUL,,,,KAPSUL,ORAL,BIASA,0,16,11000,11,11000,0,0
EGOJI GUMMY JRK STRW,,31/10/2025,,TABLET,ORAL,BIASA,7770,17,0,11,7770,0,3
KUNYIT ASAM SIRIH SACH,,,,TABLET,ORAL,BIASA,0,17,1223,11,1223,0,0
LAPICEF DROP,,30/05/2027,,BOTOL/DROP,ORAL,BIASA,72150,16,0,11,69375,0,3
MELOXIN 15MG,,,,TABLET,ORAL,BIASA,0,16,14014,11,14014,0,0
SGM EKSPL 1+ M,,,,BOX,ORAL,BIASA,0,17,70900,11,70900,0,0
GLANCER 100MG,,30/08/2027,REBAMIPIDE,TABLET,ORAL,BIASA,3330,16,0,11,3330,0,582
NEBACETIN OINT 5GR,,,,TUBE,LUAR,BIASA,0,16,21090,11,21090,0,0
DURVIKMET 50/500 MG TAB,,,,TABLET,ORAL,BIASA,0,16,6875,11,6875,0,0
KACA PEMBESAR,,,,BOX,LUAR,BIASA,0,17,40000,11,40000,0,0
OMRON COMPRESSOR NEBULIZER C-28,,,,BOX,LUAR,BIASA,0,17,650000,11,650000,0,0
MAMY POKO XXL-1,,,,BOX,LUAR,BIASA,0,17,2320,11,2320,0,0
ERABUTOL PLUS,,,,TABLET,ORAL,BIASA,0,16,1832,11,1832,0,0
EUVAX B INJ,,,,BOTOL/DROP,INJEKSI,BIASA,0,16,87846,11,87846,0,0
CODIKAF 20MG,,30/08/2028,CODEIN 20 MG,TABLET,ORAL,NARKOTIKA,2078,25,0,25,1732,0,1447
LESICHOL 300MG,,30/03/2026,"lesitin murni (ppc 95%) 300 mg, vitamin b1 6 mg, vitamin b2 6 mg, vitamin b6 6 mg, vitamin b12 6 mcg",TABLET,ORAL,BIASA,14430,16,0,11,14338,0,10
NUTRI-B KAPS,,,,KAPSUL,ORAL,BIASA,0,16,8830,11,8830,0,0
LANSOMED CAPS 30MG,,,,TABLET,ORAL,BIASA,0,17,12100,11,12100,0,0
ZIPREN 10MG,,,,TABLET,ORAL,BIASA,0,16,26400,11,26400,0,0
MASTIN BOTOL,,,,KAPSUL,ORAL,BIASA,0,17,38500,11,38500,0,0
XARELTO 20 MG,,,,TABLET,ORAL,BIASA,0,16,30319,11,30319,0,0
GABEXAL 100MG TAB,,,,TABLET,ORAL,BIASA,0,17,4054,11,4054,0,0
TORAMINE 10MG,,,,TABLET,ORAL,BIASA,0,16,6105,11,6105,0,0
NUTRIBABY ROYAL ALLEPRE 2 400GR,,,,TABLET,ORAL,BIASA,0,17,122740,11,122740,0,0
REFIL SEDOT INGUS NOSE FRIDA,,,,BOX,LUAR,BIASA,0,17,3000,11,3000,0,0
OBIVIT TAB,,,,TABLET,ORAL,BIASA,0,17,1470,11,1470,0,0
PREGABALIN KAPS 75 MG,,,,KAPSUL,ORAL,BIASA,0,16,7150,11,7150,0,0
COXIRON 90MG,,30/03/2026,,TAB,ORAL,BIASA,9879,16,0,11,8325,0,65
CEFACEF 200MG KAPLET,,,CEFIXIME,TABLET,ORAL,BIASA,30470,16,0,11,28971,0,33
CODIKAF 10MG,,30/08/2027,CODEIN 10 MG,TABLET,ORAL,NARKOTIKA,875,25,0,25,867,0,261
BRINTELLIX 10MG,,30/03/2028,VORTIOXETINE,TABLET,ORAL,BIASA,22993,20,0,20,22200,0,5
TRIOCOL 0.25,,,,KAPSUL,ORAL,BIASA,0,16,7150,11,7150,0,0
TRIOCOL 0.5,,,,KAPSUL,ORAL,BIASA,0,16,11000,11,11000,0,0
NATUR E NOURISHING 100IU 4 AMPLOP,,,,STRIP,ORAL,BIASA,0,17,5451,11,5451,0,0
DURVIK 50MG TAB,,,,TABLET,ORAL,BIASA,0,16,6875,11,6875,0,0
FUCOHELIX 100MG,,30/01/2025,,TABLET,ORAL,BIASA,15263,16,0,11,14430,0,60
DOSIVEC KAPS,,30/04/2026,,KAPSUL,ORAL,BIASA,4440,16,0,11,4440,0,39
PULMICORT 0.5MG,,,,BOTOL/DROP,INJEKSI,BIASA,0,17,23242,11,23242,0,0
TISU BASAH BESAR,,,,TABLET,LUAR,BIASA,0,17,7590,11,7590,0,0
HEPARMIN KAPS,,30/03/2026,,TABLET,ORAL,BIASA,7770,17,0,11,7334,0,100
SPORETIK 200MG,,,,KAPSUL,ORAL,BIASA,0,16,33300,11,33300,0,0
PERMEN TEJAHE ALL VAR,,,,STRIP,ORAL,BIASA,0,17,5251,11,5251,0,0
PRAXILENE 200MG,,,,TABLET,ORAL,BIASA,0,17,6961,11,6961,0,0
EPSONAL 50MG,,30/07/2025,,TABLET,ORAL,BIASA,6117,17,0,11,5038,0,355
POLYSILANE SYR 100ML,,31/07/2026,,BOTOL/DROP,ORAL,BIASA,22866,16,0,11,22200,0,3
RAMIPRIL 10 MG TAB,,,,TABLET,ORAL,BIASA,0,17,1119,11,1119,0,0
COLTIN TAB,,,,TABLET,ORAL,BIASA,0,16,5328,11,5328,0,0
CODIKAF 15MG,,30/01/2027,CODEIN 15 MG,TABLET,ORAL,NARKOTIKA,1457,25,0,25,1444,0,495
CYMALIUM 5MG,,30/11/2025,,TABLET,ORAL,BIASA,3885,16,0,11,3885,0,120
CYMALIUM 10MG,,,,TABLET,ORAL,BIASA,0,16,4995,11,4995,0,0
NATUROKSI,,,,KAPSUL,ORAL,BIASA,0,16,7770,11,7770,0,0
ARCERIN MR 35MG,,,,TABLET,ORAL,BIASA,0,16,2934,11,2934,0,0
ANOXI,,30/08/2026,,TABLET,ORAL,BIASA,3330,16,0,11,3330,0,15
CYDIPIN 5MG,,30/05/2026,,TABLET,ORAL,BIASA,4662,16,0,11,4662,0,340
CYDIPIN 10MG,,30/05/2026,,TABLET,ORAL,BIASA,7992,16,0,11,7992,0,409
ALBUMINO KAPS,,,,KAPSUL,TAB,BIASA,0,16,6417,11,6417,0,0
KONTRABAT SYR 60 ML,,,,TABLET,NASAL DROP,BIASA,0,17,13500,11,13500,0,0
STARMAG STRIP,,,,TABLET,NASAL DROP,BIASA,0,17,2600,11,2600,0,0
ROSUFER 20MG,,,,TABLET,TAB,BIASA,0,16,13098,11,13098,0,0
FLUNARIZIN 10MG,,,,TABLET,TAB,BIASA,0,16,2220,11,2220,0,0
PROBIOSTIM,,,,TABLET,TAB,BIASA,0,17,11556,11,11556,0,0
VELCOX 7.5 MG TAB,,,,TABLET,TAB,BIASA,0,17,5500,11,5500,0,0
ONGLYZA 5MG,,,,TABLET,TAB,BIASA,0,16,16845,11,16845,0,0
POLYSILANE SYR 180ML,,,,BOTOL/DROP,SYR,BIASA,0,17,29700,11,29700,0,0
PROGINA CARE 150 ML,,,,BOTOL/DROP,SYR,BIASA,0,17,55000,11,55000,0,0
MINYAK IKAN SACH 500,,,,TABLET,BBS,BIASA,0,17,51920,11,51920,0,0
CATAFLAM FAST 50MG 9S,,30/03/2026,NATRIUM DICLOFENAC,TABLET,NASAL DROP,BIASA,9576,16,0,11,9114,0,81
ERYTHROMYCIN 500 MG TAB,,,,TABLET,TAB,BIASA,0,17,1365,11,1365,0,0
CURELEPZ 100MG,,,,KAPSUL,TAB,BIASA,0,17,1320,11,1320,0,0
LOZAP 25MG,,,,TABLET,TAB,BIASA,0,22,4950,21,4950,0,0
BONESCO KAPLET,,,,TABLET,TAB,BIASA,0,15,4950,10,4950,0,0
KENACORT-A CR 10 GR,,,,TUBE,SLP,BIASA,0,17,79640,11,79640,0,0
GOLDTRION,,,,TABLET,TAB,BIASA,0,16,9990,11,9990,0,0
ATORVASTATIN 40MG,,,,TABLET,NASAL DROP,BIASA,0,16,4400,11,4400,0,0
PROFIM 200MG,,,,TABLET,TAB,BIASA,0,12,29700,11,29700,0,0
SILADEX 100ML (ALL VAR),,31/03/2027,,BOTOL/DROP,SYR,BIASA,18648,17,0,11,5940,0,1
SILADEX 60ML (ALL VAR),,31/08/2025,,FLS,SYR,BIASA,13542,17,0,11,5940,0,1
HERBACOLD STRIP,,,,TABLET,NASAL DROP,BIASA,0,17,6160,11,6160,0,0
HERBAKOF SACH,,,,TABLET,NASAL DROP,BIASA,0,17,2475,11,2475,0,0
STIMUNO ORANGE BERRY SACH,,,,TABLET,NASAL DROP,BIASA,0,15,1925,11,1925,0,0
STIMUNO SYR ORANGE BERRY,,,,TABLET,NASAL DROP,BIASA,0,16,24833,11,24833,0,0
ETORVEL 90MG,,,,TABLET,TAB,BIASA,0,16,9324,11,9324,0,0
TELSAT 80MG,,,,TABLET,TAB,BIASA,0,16,12488,11,12488,0,0
SPUIT 3ML ONEMED,,,,BOX,INJEKSI,BIASA,0,16,755,11,755,0,0
TJ JOYBEE GROW EMULSION 200ML,,,,BOTOL/DROP,SYR,BIASA,0,17,19470,11,19470,0,0
FITBES FORCE PER AMPLOP,,,,TABLET,TAB,BIASA,0,17,14960,11,14960,0,0
FITBES FORCE SYRUP 60ML,,,,BOTOL/DROP,SYR,BIASA,0,17,35750,11,35750,0,0
NAVITAE,,,,BOTOL/DROP,ED,BIASA,0,17,151250,11,151250,0,0
VITACID 0.025% 15 GR,,,,TUBE,SLP,BIASA,0,10,25300,15,25300,0,0
NUVINO,,,,TABLET,TAB,BIASA,0,17,7678,11,7678,0,0
ETORVEL 60MG,,30/07/2026,,TABLET,TAB,BIASA,8059,16,0,11,7326,0,64
ATARAX 1MG,,30/09/2027,ALPRAZOLAM 1,TABLET,TAB,PSIKOTROPIKA,3560,25,0,25,3560,0,505
THERMO ONE ALPHA 3,,,,BOX,BBS,BIASA,0,17,30803,11,29000,0,0
QUETVELL 200MG,,30/05/2026,QUETIAPINE 200MG,TABLET,TAB,BIASA,17760,20,0,20,16936,0,112
HYDROXYUREA MEDAC 500MG,,,,KAPSUL,TAB,BIASA,0,16,10068,11,10068,0,0
DICYNONE,,,,TABLET,NASAL DROP,BIASA,0,16,13640,11,13640,0,0
ULSAFATE 500MG,,28/02/2026,,TABLET,TAB,BIASA,2000,17,0,11,2200,0,0
HELIXIME 100MG DS,,,,BOTOL/DROP,SYR,BIASA,0,17,11000,11,11000,0,0
VITOMED,,30/11/2026,,KAPSUL,ORAL,BIASA,2775,16,0,11,2405,0,70
BLESIFEN 50MG,,,,TABLET,TAB,BIASA,0,16,14652,11,14652,0,0
STARFER KAPSUL,,,,TABLET,TAB,BIASA,0,17,11428,11,11428,0,0
PYNOCARE KAPSUL,,,,KAPSUL,NASAL DROP,BIASA,0,17,10634,11,10634,0,0
DACTARIN CR 5GR,,,,TABLET,NASAL DROP,BIASA,0,17,21186,11,21186,0,0
M EKALIPTUS AROMATHERAPY GREENTEA 30ML,,,,BOTOL/DROP,BBS,BIASA,0,17,10359,11,10359,0,0
GELIGA STICK 10GR,,,,TUBE,SLP,BIASA,0,17,4400,11,4400,0,0
M KP LANG PLUS 60ML,,,,BOTOL/DROP,BBS,BIASA,0,17,19984,11,19984,0,0
IMBOOST KIDS SYR ANGGUR 60 ML,,,,BOTOL/DROP,SYR,BIASA,0,16,33220,11,33220,0,0
IMBOOST KIDS TAB,,,,TABLET,TAB,BIASA,0,16,28820,11,28820,0,0
BAQUINOR TETES TELINGA,,,,BOTOL/DROP,EAR DROP,BIASA,0,16,35310,11,35310,0,0
PERMEN TEJAHE SACH,,,,TABLET,NASAL DROP,BIASA,0,17,1400,11,1400,0,0
VIBRION,,,,KAPSUL,TAB,BIASA,0,16,6234,11,6234,0,0
MEDERMA 10GRAM,,,,TUBE,SLP,BIASA,0,16,125985,11,125985,0,0
FLAMED 75MG,,,,TABLET,TAB,BIASA,0,17,9900,11,9900,0,0
TOLAK ANGIN CAIR,,30/08/2026,,SACH,TAB,BIASA,3752,17,0,11,3440,0,48
SIBITAL 50MG,,30/08/2025,PHENOBARBITAL 50 MG,TABLET,TAB,PSIKOTROPIKA,1865,25,0,25,1865,0,590
PLAMED TAB,,,,TABLET,NASAL DROP,BIASA,0,17,9900,11,9900,0,0
SAKATONIC ABC GUMMY F & V,,,,TABLET,TAB,BIASA,0,17,7920,11,7920,0,0
CENDO NONCORT MDS,,30/08/2025,NA DIKLOFENAK,BOTOL/DROP,EO,BIASA,46898,16,0,11,41250,0,1
NANO NANO PERMEN,,,,TABLET,NASAL DROP,BIASA,0,17,1364,11,1364,0,0
SANAFLU PLUS BATUK TAB,,,,TABLET,TAB,BIASA,0,17,1294,11,1294,0,0
ROSTIN 20MG,,30/12/2025,,TABLET,TAB,BIASA,16650,16,0,11,15263,0,108
ULCERA SYRUP 100ML,,28/02/2026,,BOTOL/DROP,SYR,BIASA,55500,16,0,11,55500,0,25
SUPERBA KRILL OIL,,,,KAPSUL,BBS,BIASA,0,17,6600,11,6600,0,0
RYTMONORM 150MG,,,,TABLET,NASAL DROP,BIASA,0,16,8079,11,8079,0,0
XOCE GUMMY,,,,TABLET,NASAL DROP,BIASA,0,17,4620,11,4620,0,0
XONCE GUMMY,,,,TABLET,TAB,BIASA,0,17,4620,11,4620,0,0
LANTUS XR INJ,,30/11/2025,,PEN,INJEKSI,BIASA,314829,16,0,11,314829,0,2
SEROQUEL XR 200MG,,,,TABLET,NASAL DROP,BIASA,0,16,44749,11,44749,0,0
BIOBRAN,,,,TABLET,TAB,BIASA,0,16,11550,11,11550,0,0
GARAM GARENA 200GR,,31/08/2028,,TABLET,NASAL DROP,BIASA,18000,17,0,11,18000,0,8
SUVESCO 10MG,,30/07/2025,,TABLET,TAB,BIASA,6938,16,0,11,6938,0,103
BAQUINOR EYE DROP,,,,BOTOL/DROP,ED,BIASA,0,16,38517,11,38517,0,0
DAONIL 5MG,,,,TABLET,TAB,BIASA,0,17,4172,11,4172,0,0
ETORVEL 120MG,,,,TABLET,TAB,BIASA,0,16,10450,11,10450,0,0
BIOFOS SYR 120ML,,,,BOTOL/DROP,SYR,BIASA,0,16,74925,11,74925,0,0
PREVENAR INJ,,,,TABLET,NASAL DROP,BIASA,0,12,753073,11,735422,0,0
TRANSPULMIN KIDS 10GR,,,,TUBE,SLP,BIASA,0,16,41690,11,41690,0,0
TRANSPULMIN KIDS 20GR,,,,TUBE,SLP,BIASA,0,16,57090,11,57090,0,0
CANDEFAR 8MG,,,,BOX,TAB,BIASA,0,16,7992,11,7992,0,0
GPU SEREH 100ML,,,,BOTOL/DROP,BBS,BIASA,20350,17,0,11,20350,0,0
TOP ADULT PANTS L10,,,,BOX,BBS,BIASA,0,17,85800,11,85800,0,0
TOP ADULT PANTS M10,,,,BOX,BBS,BIASA,0,17,79200,11,79200,0,0
