"nama","nomor_batch","tanggal_expired","isi1","satuan","jenis","kelompok","harga_beli","up_a","harga_a","up_b","harga_b","stok_awal","stok_akhir"
"AQUA MARIS SPRAY DAILY","_","00/00/0000","_","_","_","_","99,000","16","114,840","11","109,890","0.00","0.00"
"ALKOHOL 95% GAJAH 100 ML","_","00/00/0000","_","_","_","_","8,167","15","9,392","11","9,065","0.00","0.00"
"FALPRO SYRUP","_","00/00/0000","_","_","_","_","110,000","16","127,600","11","122,100","0.00","0.00"
"RILEVO 500 MG","_","00/00/0000","_","_","_","_","36,075","16","41,847","11","40,043","0.00","0.00"
"XANDA DS","_","00/00/0000","_","_","_","_","79,365","16","92,063","11","88,095","0.00","0.00"
"ASEDAS SYR","_","00/00/0000","_","_","_","_","59,940","16","69,530","11","66,533","0.00","0.00"
"IMFORCE PLUS","_","00/00/0000","_","_","_","_","6,875","16","7,975","11","7,631","0.00","0.00"
"CENDO CONAL MDS","_","00/00/0000","_","_","_","_","17,738","16","20,576","11","19,689","0.00","0.00"
"EPOCALDI","_","00/00/0000","_","_","_","_","4,290","16","4,976","11","4,762","0.00","0.00"
"PIROTOP CREAM 5GR","_","00/00/0000","_","_","_","_","44,001","16","51,041","11","48,841","0.00","0.00"
"EUTHYROX 100MG","_","00/00/0000","_","_","_","_","3,573","16","4,145","11","3,966","0.00","53.00"
"MUCOGARD SYR","_","00/00/0000","_","_","_","_","33,000","16","38,280","11","36,630","0.00","0.00"
"ENCEPHABOL SYR","_","00/00/0000","_","_","_","_","56,100","16","65,076","11","62,271","0.00","0.00"
"POLIDEMISIN SALEP MATA","_","00/00/0000","_","_","_","_","43,512","16","50,474","11","48,298","0.00","0.00"
"TROPIDROL 4MG","_","00/00/0000","_","_","_","_","3,300","16","3,828","11","3,663","0.00","0.00"
"HUMALOG MIX","_","00/00/0000","_","_","_","_","150,040","10","165,044","10","165,044","0.00","0.00"
"ARISKI 10MG","_","00/00/0000","_","_","_","_","31,800","16","36,888","11","35,298","0.00","0.00"
"ARISKI 15MG","_","00/00/0000","_","_","_","_","36,900","16","42,804","11","40,959","0.00","0.00"
"PRODUGEN GOLD 245GR","_","00/00/0000","_","_","_","_","30,400","16","35,264","11","33,744","0.00","0.00"
"DIOVAN 160MG","_","00/00/0000","_","_","_","_","15,600","12","17,472","11","17,316","0.00","0.00"
"LITORCOM 10MG","_","00/00/0000","_","_","_","_","10,487","16","12,165","11","11,641","0.00","0.00"
"CEDOCARD 5 MG","_","00/00/0000","_","_","_","_","1,137","16","1,319","11","1,262","0.00","0.00"
"SALBUVEN EXP SYR 2MG","_","00/00/0000","_","_","_","_","44,000","16","51,040","11","48,840","0.00","0.00"
"MEDIKLIN LOTION","_","00/00/0000","_","_","_","_","46,585","16","54,039","11","51,709","0.00","0.00"
"TAPROS INJ 3.75","_","00/00/0000","_","_","_","_","1,566,429","16","1,817,058","11","1,738,736","0.00","0.00"
"ISOPRENOSINE 500","_","00/00/0000","_","_","_","_","14,148","12","15,846","11","15,704","0.00","0.00"
"XANAX 0.5 MG","_","00/00/0000","_","_","_","_","4,950","20","5,940","20","5,940","0.00","0.00"
"ISOPRINOSIN TAB","_","00/00/0000","_","_","_","_","14,200","10","15,620","10","15,620","0.00","0.00"
"METHICOL TAB","_","00/00/0000","_","_","_","_","1,150","16","1,334","11","1,277","0.00","0.00"
"TRILAC 5ML VIAL","_","00/00/0000","_","_","_","_","110,000","16","127,600","11","122,100","0.00","0.00"
"BRUSKIN CREAM 15GR","_","00/00/0000","_","_","_","_","49,500","16","57,420","11","54,945","0.00","0.00"
"METRIX 1MG","_","00/00/0000","_","_","_","_","3,497","16","4,057","11","3,882","0.00","0.00"
"ILLIADIN MOIST.","_","00/00/0000","_","_","_","_","20,100","16","23,316","11","22,311","0.00","0.00"
"SPIRADAN SYR","_","00/00/0000","_","_","_","_","50,600","16","58,696","11","56,166","0.00","0.00"
"DIGEST 30MG","_","00/00/0000","_","_","_","_","12,925","12","14,476","11","14,347","0.00","0.00"
"VESICARE 10MG","_","00/00/0000","_","_","_","_","25,288","16","29,334","11","28,070","0.00","0.00"
"GPU KRIM 150GR","_","00/00/0000","_","_","_","_","11,092","16","12,867","11","12,312","0.00","0.00"
"COLOSTOMY BAG","_","00/00/0000","_","_","_","_","12,000","22","14,640","11","13,320","0.00","0.00"
"BIO XTRA","_","00/00/0000","_","_","_","_","97,000","16","112,520","11","107,670","0.00","0.00"
"VIDORAN GUARD SIRUP","_","00/00/0000","_","_","_","_","10,400","16","12,064","11","11,544","0.00","0.00"
"MDL 525 ","_","00/00/0000","_","_","_","_","31,000","16","35,960","11","34,410","0.00","0.00"
"KORSET S","_","00/00/0000","_","_","_","_","288,600","16","334,776","16","334,776","0.00","0.00"
"KORSET M","_","00/00/0000","_","_","_","_","288,600","16","334,776","16","334,776","0.00","0.00"
"KORSET XL","_","00/00/0000","_","_","_","_","299,700","16","347,652","16","347,652","0.00","0.00"
"KORSET LL","_","00/00/0000","_","_","_","_","310,800","16","360,528","16","360,528","0.00","0.00"
"GAPENAL 300MG","_","00/00/0000","_","_","_","_","7,865","16","9,123","11","8,730","0.00","0.00"
"MICARDIS 80","_","00/00/0000","_","_","_","_","30,094","16","34,909","11","33,404","0.00","0.00"
"BIOLINCOM","_","00/00/0000","_","_","_","_","4,950","16","5,742","11","5,495","0.00","0.00"
"SUNKIST VIT C","_","00/00/0000","_","_","_","_","14,300","16","16,588","11","15,873","0.00","0.00"
"SUNKIST MULTIVITAMIN","_","00/00/0000","_","_","_","_","23,100","15","26,565","10","25,410","0.00","0.00"
"SUNKIST VIT C-STRAW","_","00/00/0000","_","_","_","_","14,300","16","16,588","11","15,873","0.00","0.00"
"DIBEKACIN TM","_","00/00/0000","_","_","_","_","75,900","16","88,044","11","84,249","0.00","0.00"
"HYDRO COCO ORI","_","00/00/0000","_","_","_","_","4,171","17","4,880","11","4,630","0.00","0.00"
"INFUSAN RL","_","00/00/0000","_","_","_","_","19,085","16","22,139","11","21,184","0.00","0.00"
"ANTANGIN PERMEN ALL","_","00/00/0000","_","_","_","_","1,100","16","1,276","11","1,221","0.00","0.00"
"NATUR E HAND BODY LOTION","_","00/00/0000","_","_","_","_","11,132","16","12,913","11","12,357","0.00","0.00"
"HIBLOK 50 MG","_","00/00/0000","_","_","_","_","2,420","16","2,807","11","2,686","0.00","0.00"
"VEBAC INJEKSI","_","00/00/0000","_","_","_","_","440,000","16","510,400","11","488,400","0.00","0.00"
"CALNIC PLUS KAPLET","_","00/00/0000","_","_","_","_","3,575","16","4,147","11","3,968","0.00","0.00"
"RHINATHIOL ANAK SYR","_","00/00/0000","_","_","_","_","42,075","16","48,807","11","46,703","0.00","0.00"
"ULTRAFIX 5CM X 5CM","_","00/00/0000","_","_","_","_","15,000","16","17,400","11","16,650","0.00","12.00"
"LENTRIN KAPLET","_","00/00/0000","_","_","_","_","4,741","16","5,500","11","5,263","0.00","0.00"
"EMPOSIL TAB ","_","00/00/0000","_","_","_","_","82,500","12","92,400","11","91,575","0.00","0.00"
"PRIMADEX F TAB","_","00/00/0000","_","_","_","_","390","16","452","11","433","0.00","0.00"
"INFUSAN NS SFC 500ML","_","00/00/0000","_","_","_","_","16,995","16","19,714","11","18,864","0.00","0.00"
"INFUSAN NS DP 500ML","_","00/00/0000","_","_","_","_","17,710","16","20,544","11","19,658","0.00","0.00"
"VENOFER INJ","_","00/00/0000","_","_","_","_","204,600","16","237,336","11","227,106","0.00","0.00"
"FUNGISTOP 500MG","_","00/00/0000","_","_","_","_","6,600","16","7,656","11","7,326","0.00","0.00"
"PANTOPRAZOLE 20MG","_","00/00/0000","_","_","_","_","8,880","16","10,301","11","9,857","0.00","0.00"
"ONDESCO 8MG","_","00/00/0000","_","_","_","_","13,320","16","15,451","11","14,785","0.00","100.00"
"KOLKATRIOL F ","_","00/00/0000","_","_","_","_","11,000","12","12,320","11","12,210","0.00","0.00"
"REVIDERM 0.01","_","00/00/0000","_","_","_","_","28,985","16","33,623","11","32,173","0.00","0.00"
"DOXYCOR 50MG","_","00/00/0000","_","_","_","_","4,400","16","5,104","11","4,884","0.00","0.00"
"CENDO POLYDEX MDS","_","00/00/0000","_","_","_","_","29,415","16","34,121","11","32,651","0.00","0.00"
"LIBROFED TAB","_","00/00/0000","_","_","_","_","1,045","16","1,212","11","1,160","0.00","0.00"
"SANTIBI PLUS ","_","00/00/0000","_","_","_","_","805","16","934","11","894","0.00","0.00"
"BUFACORT-N CR","_","00/00/0000","_","_","_","_","6,500","16","7,540","11","7,215","0.00","0.00"
"COLSANSETIN 250","_","00/00/0000","_","_","_","_","694","16","805","11","770","0.00","0.00"
"ZOLMIA 10 MG","_","00/00/0000","_","_","_","_","8,880","22","10,300","22","9,857","0.00","188.00"
"VAXIGRIP 0.5ML","_","00/00/0000","_","_","_","_","146,801","16","170,289","11","162,949","0.00","0.00"
"TAMOFEN 10MG","_","00/00/0000","_","_","_","_","3,630","16","4,211","11","4,029","0.00","0.00"
"SWETY FIT PANTS S1","_","00/00/0000","_","_","_","_","1,417","16","1,644","11","1,573","0.00","0.00"
"SWETY PANTS M1","_","00/00/0000","_","_","_","_","1,780","16","2,065","11","1,976","0.00","0.00"
"SWETY PANTS L1","_","00/00/0000","_","_","_","_","1,850","16","2,146","11","2,054","0.00","0.00"
"SOFTEX SACHET WING 1","_","00/00/0000","_","_","_","_","380","16","441","11","422","0.00","0.00"
"FELDEN FLASH 20MG TAB","_","00/00/0000","_","_","_","_","17,904","12","20,052","11","19,873","0.00","0.00"
"PERIFLUX SYR","_","00/00/0000","_","_","_","_","41,625","16","48,285","11","46,204","0.00","5.00"
"ENTRASOL RTD VAN 200ML","_","00/00/0000","_","_","_","_","6,006","16","6,967","11","6,667","0.00","0.00"
"CIPROXIN 500MG","_","00/00/0000","_","_","_","_","20,500","10","22,550","10","22,550","0.00","0.00"
"GOOD TIME MINI","_","00/00/0000","_","_","_","_","5,167","17","6,045","11","5,735","0.00","0.00"
"CETINAL SYR","_","00/00/0000","_","_","_","_","85,470","16","99,145","11","94,872","0.00","0.00"
"BDM SYR","_","00/00/0000","_","_","_","_","40,018","16","46,421","11","44,420","0.00","0.00"
"OTSU RL","_","00/00/0000","_","_","_","_","11,000","16","12,760","11","12,210","0.00","0.00"
"NIACEF GEL","_","00/00/0000","_","_","_","_","31,570","16","36,621","11","35,043","0.00","0.00"
"FLADYSTIN OVULA","_","00/00/0000","_","_","_","_","14,300","16","16,588","11","15,873","0.00","0.00"
"BRONCHO VAXOM KAPS","_","00/00/0000","_","_","_","_","27,500","16","31,900","11","30,525","0.00","0.00"
"DOLONES CR","_","00/00/0000","_","_","_","_","61,272","16","71,076","11","68,012","0.00","0.00"
"SINCRONIK KAP","_","00/00/0000","_","_","_","_","8,800","16","10,208","11","9,768","0.00","0.00"
"KALIUM DIKLOFENAK 50MG","_","00/00/0000","_","_","_","_","709","16","822","11","787","0.00","0.00"
"TORREX KAPS","_","00/00/0000","_","_","_","_","8,250","16","9,570","11","9,158","0.00","0.00"
"INSOBETIC KAP","_","00/00/0000","_","_","_","_","5,500","16","6,380","11","6,105","0.00","0.00"
"NEO PROVIGOR TABLET","_","00/00/0000","_","_","_","_","5,500","16","6,380","11","6,105","0.00","0.00"
"TISMAMISIN 500MG","_","00/00/0000","_","_","_","_","4,125","16","4,785","11","4,579","0.00","0.00"
"CATAFLAM D","_","00/00/0000","_","_","_","_","5,909","16","6,854","11","6,559","0.00","0.00"
"CLORILEX 100MG","_","00/00/0000","_","_","_","_","15,318","20","18,382","20","18,382","0.00","278.00"
"KOMIX SACHET (ALL VAR)","_","00/00/0000","_","_","_","_","1,427","27","1,655","11","1,574","0.00","31.00"
"FOLAVIT 1000","_","00/00/0000","_","_","_","_","2,331","16","2,704","11","2,587","0.00","110.00"
"PLAVESCO TAB","_","00/00/0000","_","_","_","_","18,150","12","20,328","11","20,147","0.00","0.00"
"METRIX 2MG","_","00/00/0000","_","_","_","_","6,216","16","7,211","11","6,900","0.00","0.00"
"KURSI RODA SERENITY","_","00/00/0000","_","_","_","_","925,000","15","1,063,750","16","1,073,000","0.00","0.00"
"INFUSION SET","_","00/00/0000","_","_","_","_","6,000","16","6,960","11","6,660","0.00","0.00"
"SURFLO 20G","_","00/00/0000","_","_","_","_","14,000","10","15,400","10","15,400","0.00","0.00"
"POLYGRAN EO","_","00/00/0000","_","_","_","_","20,350","16","23,606","11","22,589","0.00","0.00"
"KOOL FEVER BABY","_","00/00/0000","_","_","_","_","4,884","16","5,665","11","5,421","0.00","10.00"
"M KP AMBONIA 25 ML","_","00/00/0000","_","_","_","_","6,417","16","7,444","11","7,123","0.00","0.00"
"CLONIDIN 0.15MG","_","00/00/0000","_","_","_","_","222","25","278","11","246","0.00","309.00"
"PARIET 20MG","_","00/00/0000","_","_","_","_","20,003","16","23,203","11","22,203","0.00","0.00"
"ABILIFY DISCMELT 10MG","_","00/00/0000","_","_","_","_","51,478","20","61,774","20","61,774","0.00","0.00"
"CARDIOCOM 150MG","_","00/00/0000","_","_","_","_","5,500","16","6,380","11","6,105","0.00","0.00"
"ALAT GLUCO DR","_","00/00/0000","_","_","_","_","220,000","17","257,400","11","244,200","0.00","0.00"
"AL 110 400GR","_","00/00/0000","_","_","_","_","81,500","16","94,540","11","90,465","0.00","0.00"
"ISOMIL PLUS 400GR","_","00/00/0000","_","_","_","_","115,500","16","133,980","11","128,205","0.00","0.00"
"ACANTHE SPF 30","_","00/00/0000","_","_","_","_","77,000","16","89,320","11","85,470","0.00","0.00"
"AVIL TAB","_","00/00/0000","_","_","_","_","2,068","16","2,399","11","2,295","0.00","0.00"
"GASTRAN TAB","_","00/00/0000","_","_","_","_","568","16","659","11","630","0.00","0.00"
"ITRAMOL SYR","_","00/00/0000","_","_","_","_","2,750","16","3,190","11","3,053","0.00","0.00"
"CHOLESCOR 400MG KAPS","_","00/00/0000","_","_","_","_","6,784","16","7,869","11","7,530","0.00","0.00"
"KONICARE MINYAK TELON PLUS 30ML","_","00/00/0000","_","_","_","_","13,343","16","15,478","11","14,811","0.00","0.00"
"NUTRIBABY ROYAL ALLEPRE 1 400GR","_","00/00/0000","_","_","_","_","144,000","16","167,040","11","159,840","0.00","0.00"
"NEPHROLIT","_","00/00/0000","_","_","_","_","605","15","696","11","672","0.00","0.00"
"LOPIGARD TAB","_","00/00/0000","_","_","_","_","11,000","12","12,320","11","12,210","0.00","0.00"
"TELFAST OD","_","00/00/0000","_","_","_","_","8,686","16","10,076","11","9,641","0.00","0.00"
"CEREBROFORT MARINE GUMMY SACH ALL","_","00/00/0000","_","_","_","_","15,180","16","17,609","11","16,850","0.00","0.00"
"LANAKELOID TAB","_","00/00/0000","_","_","_","_","7,975","16","9,251","11","8,852","0.00","0.00"
"DIVENS PLUS KAPS","_","00/00/0000","_","_","_","_","3,630","16","4,211","11","4,029","0.00","0.00"
"STESOLID RECTAL ANAK 10MG","_","00/00/0000","_","_","_","_","39,204","25","49,005","25","49,005","0.00","14.00"
"VOMETA SYR 60ML","_","00/00/0000","_","_","_","_","58,830","16","68,243","11","65,301","0.00","0.00"
"NAN PH PRO 2 400GR","_","00/00/0000","_","_","_","_","163,100","17","190,827","11","181,041","0.00","0.00"
"CANESTEN CREAM 3GR","_","00/00/0000","_","_","_","_","16,143","16","18,726","11","17,919","0.00","0.00"
"COROBION","_","00/00/0000","_","_","_","_","1,499","16","1,739","11","1,664","0.00","315.00"
"LISTERINE TARTAR CONTROL 80ML","_","00/00/0000","_","_","_","_","8,319","17","9,733","11","9,234","0.00","0.00"
"LISTERINE VANILLA MINT 80ML","_","00/00/0000","_","_","_","_","8,318","17","9,732","11","9,233","0.00","2.00"
"MADECASOL TAB","_","00/00/0000","_","_","_","_","9,529","16","11,054","11","10,577","0.00","0.00"
"SANGOBION FIT PER STRIP","_","00/00/0000","_","_","_","_","5,647","17","6,607","11","6,268","0.00","0.00"
"EM KAPSUL","_","00/00/0000","_","_","_","_","11,000","16","12,760","11","12,210","0.00","0.00"
"PALENOX GEL","_","00/00/0000","_","_","_","_","59,290","16","68,776","11","65,812","0.00","0.00"
"FLUCONAZOLE 150MG","_","00/00/0000","_","_","_","_","18,891","16","21,914","11","20,969","0.00","0.00"
"DONACEPT 5MG","_","00/00/0000","_","_","_","_","15,620","12","17,494","11","17,338","0.00","0.00"
"CALPRO KAPLET","_","00/00/0000","_","_","_","_","1,834","16","2,127","11","2,036","0.00","0.00"
"BETADIN STICK ","_","00/00/0000","_","_","_","_","990","16","1,148","11","1,099","0.00","0.00"
"BACTODERM CR 5GR","_","00/00/0000","_","_","_","_","45,510","16","52,792","11","50,516","0.00","3.00"
"SEBAMED SOAP DWSA","_","00/00/0000","_","_","_","_","55,000","16","63,800","11","61,050","0.00","0.00"
"MATAFRES 0.4","_","00/00/0000","_","_","_","_","27,500","16","31,900","11","30,525","0.00","0.00"
"CALDANA FLEX","_","00/00/0000","_","_","_","_","2,750","16","3,190","11","3,053","0.00","0.00"
"WHITE NENG CR 10GR","_","00/00/0000","_","_","_","_","27,500","17","32,175","11","30,525","0.00","0.00"
"SEBAMED BABY CLEANSING","_","00/00/0000","_","_","_","_","66,000","16","76,560","11","73,260","0.00","0.00"
"INTERSUN LOTION ","_","00/00/0000","_","_","_","_","53,312","16","61,842","11","59,176","0.00","0.00"
"SAKATONIK ABC ANTARIKSA","_","00/00/0000","_","_","_","_","14,380","16","16,681","11","15,962","0.00","3.00"
"WIDA RL","_","00/00/0000","_","_","_","_","6,000","16","6,960","11","6,660","0.00","0.00"
"PROTEN VANILLA","_","00/00/0000","_","_","_","_","6,600","16","7,656","11","7,326","0.00","0.00"
"VICKS INHALER","_","00/00/0000","_","_","_","_","16,798","16","19,486","11","18,646","0.00","5.00"
"CYCLO PROGYNOVA 1X21/ BOX","_","00/00/0000","_","_","_","_","190,156","16","220,581","11","211,073","0.00","0.00"
"PROIMBUS TAB	","_","00/00/0000","_","_","_","_","4,950","15","5,693","10","5,445","0.00","0.00"
"MAMY POKO STANDART XXL 6","_","00/00/0000","_","_","_","_","15,876","17","18,575","11","17,622","0.00","0.00"
"PINOCARE WHITE","_","00/00/0000","_","_","_","_","14,484","12","16,222","11","16,077","0.00","0.00"
"MEDIQUIN 15GR","_","00/00/0000","_","_","_","_","33,000","16","38,280","11","36,630","0.00","0.00"
"VITACID 0.05% 20GR","_","00/00/0000","_","_","_","_","37,180","16","43,129","11","41,270","0.00","0.00"
"ERPHACORT TTM","_","00/00/0000","_","_","_","_","40,700","16","47,212","11","45,177","0.00","0.00"
"AVODART ","_","00/00/0000","_","_","_","_","10,112","16","11,730","11","11,224","0.00","0.00"
"ELIZAC 20MG","_","00/00/0000","_","_","_","_","4,995","22","6,094","20","5,994","0.00","1,123.00"
"ROMA MALKIST ABON","_","00/00/0000","_","_","_","_","4,667","17","5,460","11","5,180","0.00","0.00"
"ALKOHOL 70% AFI 100ML","_","00/00/0000","_","_","_","_","5,100","16","5,916","11","5,661","0.00","0.00"
"BIOLASTIN CR ","_","00/00/0000","_","_","_","_","36,300","16","42,108","11","40,293","0.00","0.00"
"SIBELIUM 10MG","_","00/00/0000","_","_","_","_","13,665","16","15,851","11","15,168","0.00","0.00"
"DUROGESIC 12.5","_","00/00/0000","_","_","_","_","132,867","25","166,084","25","166,084","0.00","0.00"
"BIO XTRA MOUTHRINSE 250 ML","_","00/00/0000","_","_","_","_","88,000","16","102,080","11","97,680","0.00","0.00"
"ROSUFER 10MG","_","00/00/0000","_","_","_","_","10,780","16","12,505","11","11,966","0.00","0.00"
"OSTEOPOR CAPS","_","00/00/0000","_","_","_","_","4,767","6","5,053","11","5,291","0.00","0.00"
"GARAM LOSOSA 100GR","_","00/00/0000","_","_","_","_","7,810","16","9,060","11","8,669","0.00","0.00"
"V FRESH MINI","_","00/00/0000","_","_","_","_","4,500","16","5,220","11","4,995","0.00","0.00"
"PANACOOL KOMPRES ANAK","_","00/00/0000","_","_","_","_","12,000","16","13,920","11","13,320","0.00","0.00"
"TRUVAZ 40MG","_","00/00/0000","_","_","_","_","22,570","16","26,181","11","25,053","0.00","0.00"
"VIOQUIN 500MG","_","00/00/0000","_","_","_","_","13,750","10","15,125","10","15,125","0.00","0.00"
"GRATAMIN TAB","_","00/00/0000","_","_","_","_","1,320","16","1,531","11","1,465","0.00","0.00"
"ZEMINDO 60ML","_","00/00/0000","_","_","_","_","31,350","16","36,366","11","34,799","0.00","0.00"
"NASACORT AQ SPRAY","_","00/00/0000","_","_","_","_","265,847","16","308,383","11","295,090","0.00","0.00"
"VERIL CR","_","00/00/0000","_","_","_","_","13,409","16","15,554","11","14,884","0.00","0.00"
"NITROKAF RETARD FORTE 5MG","_","00/00/0000","_","_","_","_","3,977","16","4,613","11","4,414","0.00","0.00"
"LATIPRESS 2.5 ML","_","00/00/0000","_","_","_","_","181,500","12","203,280","11","201,465","0.00","0.00"
"QLAIRA","_","00/00/0000","_","_","_","_","270,735","16","314,053","11","300,516","0.00","1.00"
"HOTIN CREAM TUBE 120GR","_","00/00/0000","_","_","_","_","33,300","16","38,628","11","36,963","0.00","1.00"
"HOTIN CREAM TUBE 60GR","_","00/00/0000","_","_","_","_","19,980","16","23,177","11","22,178","0.00","0.00"
